timestamp,user_id,operation,file_type,file_size,success,signup_date,subscription_type,storage_limit,country,hour
1/1/2024 5:44,54,0,2,7049296.457,TRUE,14/11/2023,1,5000000000,5,5
1/1/2024 5:45,74,1,1,4508054.454,TRUE,12/8/2023,1,5000000000,2,5
1/1/2024 5:50,12,1,3,242828655.9,TRUE,1/7/2023,0,1E+12,0,5
1/1/2024 5:56,26,0,3,194724345.2,TRUE,18/6/2023,1,5000000000,4,5
1/1/2024 5:59,54,1,2,9790114.931,TRUE,14/11/2023,1,5000000000,5,5
1/1/2024 6:00,11,1,1,3885650.321,TRUE,1/5/2023,1,5000000000,3,6
1/1/2024 6:01,48,2,1,3718122.099,TRUE,8/11/2023,0,1E+12,5,6
1/1/2024 6:01,88,1,2,8997612.995,TRUE,26/8/2023,1,5000000000,4,6
1/1/2024 6:03,73,1,2,13939389.32,TRUE,29/7/2023,2,1E+11,2,6
1/1/2024 6:05,67,1,2,3432616.063,TRUE,26/8/2023,2,1E+11,5,6
1/1/2024 6:05,37,1,1,6051689.077,TRUE,23/8/2023,0,1E+12,1,6
1/1/2024 6:07,82,3,2,12596490.25,TRUE,5/6/2023,1,5000000000,2,6
1/1/2024 6:08,14,0,2,7294019.474,TRUE,26/6/2023,2,1E+11,0,6
1/1/2024 6:09,73,1,2,10195097.69,TRUE,29/7/2023,2,1E+11,2,6
1/1/2024 6:10,37,3,0,21820213.65,TRUE,23/8/2023,0,1E+12,1,6
1/1/2024 6:10,14,1,1,5058340.256,TRUE,26/6/2023,2,1E+11,0,6
1/1/2024 6:14,99,3,1,5906789.546,TRUE,12/11/2023,2,1E+11,4,6
1/1/2024 6:15,93,1,2,5804183.97,TRUE,9/5/2023,1,5000000000,1,6
1/1/2024 6:19,3,3,2,8595014.216,TRUE,26/2/2023,0,1E+12,0,6
1/1/2024 6:20,87,2,1,4199170.778,TRUE,29/12/2023,0,1E+12,5,6
1/1/2024 6:23,93,0,2,4881223.452,TRUE,9/5/2023,1,5000000000,1,6
1/1/2024 6:24,86,1,2,4915194.659,TRUE,10/4/2023,1,5000000000,4,6
1/1/2024 6:26,82,2,0,22155409.33,TRUE,5/6/2023,1,5000000000,2,6
1/1/2024 6:28,43,1,3,215133670.1,TRUE,25/12/2023,2,1E+11,5,6
1/1/2024 6:28,14,2,0,18318848.05,TRUE,26/6/2023,2,1E+11,0,6
1/1/2024 6:29,39,3,3,143426722.2,TRUE,6/2/2023,1,5000000000,4,6
1/1/2024 6:31,26,3,1,2669068.807,TRUE,18/6/2023,1,5000000000,4,6
1/1/2024 6:32,29,0,0,16077207.82,TRUE,12/3/2023,1,5000000000,5,6
1/1/2024 6:33,64,1,1,7468880.551,TRUE,5/12/2023,1,5000000000,4,6
1/1/2024 6:40,75,1,1,9547432.762,TRUE,4/4/2023,2,1E+11,4,6
1/1/2024 6:40,31,3,1,6663802.441,TRUE,4/12/2023,1,5000000000,5,6
1/1/2024 6:41,37,1,1,5932829.485,TRUE,23/8/2023,0,1E+12,1,6
1/1/2024 6:43,42,0,2,6159773.49,TRUE,25/9/2023,0,1E+12,4,6
1/1/2024 6:44,74,1,1,4254066.468,TRUE,12/8/2023,1,5000000000,2,6
1/1/2024 6:45,63,0,1,953097.7726,TRUE,15/12/2023,1,5000000000,5,6
1/1/2024 6:45,77,2,1,930617.0829,TRUE,6/1/2023,1,5000000000,4,6
1/1/2024 6:46,74,3,3,74234304.66,TRUE,12/8/2023,1,5000000000,2,6
1/1/2024 6:46,25,3,2,8073089.162,TRUE,20/2/2023,2,1E+11,0,6
1/1/2024 6:48,75,0,3,32295577.81,TRUE,4/4/2023,2,1E+11,4,6
1/1/2024 6:50,26,1,1,3822994.987,TRUE,18/6/2023,1,5000000000,4,6
1/1/2024 6:50,47,3,3,33723152.39,TRUE,11/1/2023,2,1E+11,4,6
1/1/2024 6:50,47,1,3,161295035.9,TRUE,11/1/2023,2,1E+11,4,6
1/1/2024 6:54,23,3,0,44015594.28,TRUE,28/7/2023,1,5000000000,5,6
1/1/2024 6:54,72,1,3,18351585.97,TRUE,24/5/2023,1,5000000000,0,6
1/1/2024 6:55,27,2,2,7774578.268,TRUE,28/11/2023,2,1E+11,3,6
1/1/2024 6:58,92,1,2,7415622.262,TRUE,5/9/2023,2,1E+11,4,6
1/1/2024 6:59,39,3,1,7352763.158,TRUE,6/2/2023,1,5000000000,4,6
1/1/2024 7:00,67,0,2,12141374.26,TRUE,26/8/2023,2,1E+11,5,7
1/1/2024 7:04,9,3,0,45272206.49,TRUE,23/1/2023,2,1E+11,1,7
1/1/2024 7:05,97,1,2,7296228.765,TRUE,8/10/2023,2,1E+11,4,7
1/1/2024 7:05,54,2,3,54851243.63,TRUE,14/11/2023,1,5000000000,5,7
1/1/2024 7:05,98,3,2,8633638.861,TRUE,6/9/2023,2,1E+11,3,7
1/1/2024 7:06,74,3,2,10382830,TRUE,12/8/2023,1,5000000000,2,7
1/1/2024 7:09,24,1,1,3607382.662,TRUE,12/7/2023,1,5000000000,0,7
1/1/2024 7:09,4,3,3,54837471.88,TRUE,18/3/2023,0,1E+12,0,7
1/1/2024 7:12,24,3,1,2229178.625,TRUE,12/7/2023,1,5000000000,0,7
1/1/2024 7:12,75,2,2,8947213.098,TRUE,4/4/2023,2,1E+11,4,7
1/1/2024 7:16,61,1,0,15045477.73,TRUE,19/9/2023,2,1E+11,3,7
1/1/2024 7:17,11,3,1,3172867.733,TRUE,1/5/2023,1,5000000000,3,7
1/1/2024 7:18,77,3,1,3583553.298,TRUE,6/1/2023,1,5000000000,4,7
1/1/2024 7:19,73,1,2,3157735.049,TRUE,29/7/2023,2,1E+11,2,7
1/1/2024 7:20,9,3,1,5302980.263,TRUE,23/1/2023,2,1E+11,1,7
1/1/2024 7:20,97,0,2,10005382.68,TRUE,8/10/2023,2,1E+11,4,7
1/1/2024 7:22,45,1,3,1000,TRUE,2/3/2023,2,1E+11,3,7
1/1/2024 7:23,60,1,3,102917047.6,TRUE,28/11/2023,1,5000000000,5,7
1/1/2024 7:24,22,0,1,4292024.803,TRUE,19/4/2023,2,1E+11,4,7
1/1/2024 7:25,46,0,1,5065477.992,TRUE,28/2/2023,2,1E+11,5,7
1/1/2024 7:26,24,0,1,5557109.259,TRUE,12/7/2023,1,5000000000,0,7
1/1/2024 7:27,32,1,2,7415693.772,TRUE,29/6/2023,1,5000000000,3,7
1/1/2024 7:28,63,3,1,5139783.824,TRUE,15/12/2023,1,5000000000,5,7
1/1/2024 7:29,46,1,1,4613699.947,TRUE,28/2/2023,2,1E+11,5,7
1/1/2024 7:31,47,2,1,1957197.47,TRUE,11/1/2023,2,1E+11,4,7
1/1/2024 7:31,35,3,2,8707531.885,TRUE,12/12/2023,1,5000000000,4,7
1/1/2024 7:33,86,3,2,3246665.921,TRUE,10/4/2023,1,5000000000,4,7
1/1/2024 7:34,14,3,3,177653391.4,TRUE,26/6/2023,2,1E+11,0,7
1/1/2024 7:35,67,3,3,108642727.4,TRUE,26/8/2023,2,1E+11,5,7
1/1/2024 7:36,14,0,1,3935275.509,TRUE,26/6/2023,2,1E+11,0,7
1/1/2024 7:38,99,3,0,38158332.97,TRUE,12/11/2023,2,1E+11,4,7
1/1/2024 7:41,20,2,2,2979556.911,TRUE,11/9/2023,0,1E+12,5,7
1/1/2024 7:47,73,3,1,5140680.619,TRUE,29/7/2023,2,1E+11,2,7
1/1/2024 7:48,32,3,3,40405621.51,TRUE,29/6/2023,1,5000000000,3,7
1/1/2024 7:49,66,1,3,76333376.96,TRUE,9/6/2023,2,1E+11,1,7
1/1/2024 7:51,39,2,0,27677222.42,TRUE,6/2/2023,1,5000000000,4,7
1/1/2024 7:53,78,1,2,4416115.383,TRUE,27/8/2023,1,5000000000,5,7
1/1/2024 7:54,22,1,3,181998869.7,TRUE,19/4/2023,2,1E+11,4,7
1/1/2024 7:56,47,3,3,45360148.31,TRUE,11/1/2023,2,1E+11,4,7
1/1/2024 7:56,54,1,2,6262888.514,TRUE,14/11/2023,1,5000000000,5,7
1/1/2024 7:56,71,1,2,9287241.318,TRUE,13/9/2023,1,5000000000,4,7
1/1/2024 7:57,67,1,1,6122825.74,TRUE,26/8/2023,2,1E+11,5,7
1/1/2024 7:57,80,0,1,3189713.089,TRUE,9/9/2023,2,1E+11,5,7
1/1/2024 7:57,48,1,3,56165917.82,TRUE,8/11/2023,0,1E+12,5,7
1/1/2024 7:58,47,3,2,5793909.301,TRUE,11/1/2023,2,1E+11,4,7
1/1/2024 7:58,26,0,3,105321275.3,TRUE,18/6/2023,1,5000000000,4,7
1/1/2024 8:00,37,3,1,7709138.896,TRUE,23/8/2023,0,1E+12,1,8
1/1/2024 8:00,36,3,2,6989683.434,TRUE,15/12/2023,2,1E+11,0,8
1/1/2024 8:02,72,1,2,9231078.079,TRUE,24/5/2023,1,5000000000,0,8
1/1/2024 8:02,42,1,1,3564609.815,TRUE,25/9/2023,0,1E+12,4,8
1/1/2024 8:03,73,1,3,115607304.1,TRUE,29/7/2023,2,1E+11,2,8
1/1/2024 8:04,7,1,3,139155073.9,TRUE,28/8/2023,1,5000000000,0,8
1/1/2024 8:09,77,1,1,4532253.53,TRUE,6/1/2023,1,5000000000,4,8
1/1/2024 8:11,14,1,3,50873580.38,TRUE,26/6/2023,2,1E+11,0,8
1/1/2024 8:12,20,3,2,6210930.306,TRUE,11/9/2023,0,1E+12,5,8
1/1/2024 8:13,46,1,3,93958497.1,TRUE,28/2/2023,2,1E+11,5,8
1/1/2024 8:14,11,0,1,2950844.567,TRUE,1/5/2023,1,5000000000,3,8
1/1/2024 8:15,65,2,1,7046506.286,TRUE,9/8/2023,0,1E+12,4,8
1/1/2024 8:15,52,1,0,23046644.21,TRUE,9/4/2023,1,5000000000,0,8
1/1/2024 8:16,42,1,1,1019756.448,TRUE,25/9/2023,0,1E+12,4,8
1/1/2024 8:18,12,3,1,4455999.714,TRUE,1/7/2023,0,1E+12,0,8
1/1/2024 8:20,98,0,2,6074362.649,TRUE,6/9/2023,2,1E+11,3,8
1/1/2024 8:23,25,2,3,33345001.9,TRUE,20/2/2023,2,1E+11,0,8
1/1/2024 8:24,29,0,2,11960716.91,TRUE,12/3/2023,1,5000000000,5,8
1/1/2024 8:24,33,3,1,4841240.344,TRUE,20/5/2023,2,1E+11,1,8
1/1/2024 8:25,14,1,3,90841956.79,TRUE,26/6/2023,2,1E+11,0,8
1/1/2024 8:26,7,3,0,5466208.518,TRUE,28/8/2023,1,5000000000,0,8
1/1/2024 8:26,26,0,1,7071683.157,TRUE,18/6/2023,1,5000000000,4,8
1/1/2024 8:27,73,1,1,5957949.756,FALSE,29/7/2023,2,1E+11,2,8
1/1/2024 8:27,9,3,2,7342843.903,TRUE,23/1/2023,2,1E+11,1,8
1/1/2024 8:27,23,1,1,3350187.919,TRUE,28/7/2023,1,5000000000,5,8
1/1/2024 8:28,96,3,2,4271654.865,TRUE,8/12/2023,1,5000000000,0,8
1/1/2024 8:29,25,3,1,3920742.517,TRUE,20/2/2023,2,1E+11,0,8
1/1/2024 8:29,60,3,1,3792761.267,TRUE,28/11/2023,1,5000000000,5,8
1/1/2024 8:30,67,3,2,6733060.56,TRUE,26/8/2023,2,1E+11,5,8
1/1/2024 8:32,66,2,1,4633581.038,TRUE,9/6/2023,2,1E+11,1,8
1/1/2024 8:33,71,1,0,28392911.54,TRUE,13/9/2023,1,5000000000,4,8
1/1/2024 8:34,74,1,3,93445990.72,TRUE,12/8/2023,1,5000000000,2,8
1/1/2024 8:34,75,1,0,23401232.93,TRUE,4/4/2023,2,1E+11,4,8
1/1/2024 8:35,56,2,2,10102736.17,TRUE,16/11/2023,1,5000000000,2,8
1/1/2024 8:36,6,3,1,3619635.628,TRUE,28/9/2023,1,5000000000,4,8
1/1/2024 8:36,33,2,2,3602556.173,FALSE,20/5/2023,2,1E+11,1,8
1/1/2024 8:36,37,2,2,11621776.1,FALSE,23/8/2023,0,1E+12,1,8
1/1/2024 8:38,50,2,2,8576184.708,TRUE,20/1/2023,1,5000000000,0,8
1/1/2024 8:38,50,1,1,1386006.996,TRUE,20/1/2023,1,5000000000,0,8
1/1/2024 8:40,83,1,3,117172810.3,TRUE,29/1/2023,1,5000000000,5,8
1/1/2024 8:40,82,2,1,7927640.54,TRUE,5/6/2023,1,5000000000,2,8
1/1/2024 8:40,47,1,2,5288127.638,TRUE,11/1/2023,2,1E+11,4,8
1/1/2024 8:40,57,1,1,3774074.104,TRUE,7/5/2023,2,1E+11,5,8
1/1/2024 8:41,47,2,2,7732247.224,TRUE,11/1/2023,2,1E+11,4,8
1/1/2024 8:42,57,3,3,170792971.8,TRUE,7/5/2023,2,1E+11,5,8
1/1/2024 8:42,29,2,1,3846759.553,TRUE,12/3/2023,1,5000000000,5,8
1/1/2024 8:42,84,0,2,5675643.598,TRUE,9/12/2023,1,5000000000,5,8
1/1/2024 8:42,21,3,1,5635217.284,TRUE,22/7/2023,1,5000000000,2,8
1/1/2024 8:43,74,1,1,5818144.115,TRUE,12/8/2023,1,5000000000,2,8
1/1/2024 8:44,22,1,1,2225864.531,TRUE,19/4/2023,2,1E+11,4,8
1/1/2024 8:45,14,3,2,6657536.897,TRUE,26/6/2023,2,1E+11,0,8
1/1/2024 8:46,99,3,2,12198035.34,TRUE,12/11/2023,2,1E+11,4,8
1/1/2024 8:48,27,2,1,6851449.667,TRUE,28/11/2023,2,1E+11,3,8
1/1/2024 8:48,43,1,1,3249716.895,TRUE,25/12/2023,2,1E+11,5,8
1/1/2024 8:49,67,1,2,8967742.313,TRUE,26/8/2023,2,1E+11,5,8
1/1/2024 8:49,20,1,3,101089784.9,TRUE,11/9/2023,0,1E+12,5,8
1/1/2024 8:50,46,3,2,6527099.295,TRUE,28/2/2023,2,1E+11,5,8
1/1/2024 8:50,7,1,2,5406566.226,TRUE,28/8/2023,1,5000000000,0,8
1/1/2024 8:51,39,0,1,6370471.461,TRUE,6/2/2023,1,5000000000,4,8
1/1/2024 8:52,23,0,1,4206659.631,TRUE,28/7/2023,1,5000000000,5,8
1/1/2024 8:53,14,3,1,4451832.443,TRUE,26/6/2023,2,1E+11,0,8
1/1/2024 8:53,49,3,2,6196719.946,TRUE,18/10/2023,1,5000000000,3,8
1/1/2024 8:55,8,2,1,7424083.81,TRUE,8/4/2023,1,5000000000,3,8
1/1/2024 8:56,9,2,2,10122996.65,TRUE,23/1/2023,2,1E+11,1,8
1/1/2024 8:56,32,3,2,7940883.333,TRUE,29/6/2023,1,5000000000,3,8
1/1/2024 8:57,57,1,2,10869645.87,TRUE,7/5/2023,2,1E+11,5,8
1/1/2024 8:58,7,1,2,8771919.255,TRUE,28/8/2023,1,5000000000,0,8
1/1/2024 8:58,61,3,3,63881404.05,TRUE,19/9/2023,2,1E+11,3,8
1/1/2024 8:58,9,1,3,176256590.4,TRUE,23/1/2023,2,1E+11,1,8
1/1/2024 8:59,64,1,1,2623601.858,TRUE,5/12/2023,1,5000000000,4,8
1/1/2024 8:59,62,3,1,6475060.178,TRUE,18/6/2023,2,1E+11,0,8
1/1/2024 8:59,49,0,1,6043134.221,TRUE,18/10/2023,1,5000000000,3,8
1/1/2024 9:00,74,3,2,7626999.165,TRUE,12/8/2023,1,5000000000,2,9
1/1/2024 9:00,4,3,3,122848547.4,TRUE,18/3/2023,0,1E+12,0,9
1/1/2024 9:00,25,0,2,7874039.002,TRUE,20/2/2023,2,1E+11,0,9
1/1/2024 9:01,64,3,3,32814607.78,TRUE,5/12/2023,1,5000000000,4,9
1/1/2024 9:01,79,0,2,5757389.248,TRUE,11/11/2023,1,5000000000,4,9
1/1/2024 9:01,46,1,3,73798871.91,TRUE,28/2/2023,2,1E+11,5,9
1/1/2024 9:01,56,1,1,4439582.62,TRUE,16/11/2023,1,5000000000,2,9
1/1/2024 9:02,92,3,2,5402429.687,TRUE,5/9/2023,2,1E+11,4,9
1/1/2024 9:02,20,1,1,7188415.537,TRUE,11/9/2023,0,1E+12,5,9
1/1/2024 9:02,4,1,2,6114917.62,TRUE,18/3/2023,0,1E+12,0,9
1/1/2024 9:02,75,1,2,3876920.24,TRUE,4/4/2023,2,1E+11,4,9
1/1/2024 9:02,75,1,0,34642156.87,TRUE,4/4/2023,2,1E+11,4,9
1/1/2024 9:02,48,0,2,6728154.073,TRUE,8/11/2023,0,1E+12,5,9
1/1/2024 9:02,24,0,2,8153321.106,TRUE,12/7/2023,1,5000000000,0,9
1/1/2024 9:04,48,3,1,6181167.744,TRUE,8/11/2023,0,1E+12,5,9
1/1/2024 9:04,85,3,2,6900520.21,TRUE,10/11/2023,1,5000000000,3,9
1/1/2024 9:04,63,1,1,4766218.223,TRUE,15/12/2023,1,5000000000,5,9
1/1/2024 9:05,20,3,3,100424063.4,TRUE,11/9/2023,0,1E+12,5,9
1/1/2024 9:06,67,1,3,60746224.35,TRUE,26/8/2023,2,1E+11,5,9
1/1/2024 9:07,1,1,1,6744812.948,TRUE,26/2/2023,0,1E+12,4,9
1/1/2024 9:07,58,3,1,5558377.399,TRUE,5/4/2023,2,1E+11,0,9
1/1/2024 9:07,23,3,2,6994269.019,TRUE,28/7/2023,1,5000000000,5,9
1/1/2024 9:07,63,1,1,5469472.186,TRUE,15/12/2023,1,5000000000,5,9
1/1/2024 9:08,33,2,1,5964368.597,TRUE,20/5/2023,2,1E+11,1,9
1/1/2024 9:09,19,1,3,99837450.31,FALSE,30/8/2023,0,1E+12,5,9
1/1/2024 9:09,44,0,2,5938102.694,TRUE,29/4/2023,1,5000000000,4,9
1/1/2024 9:10,74,1,3,36855968.46,TRUE,12/8/2023,1,5000000000,2,9
1/1/2024 9:10,54,0,1,4838200.097,TRUE,14/11/2023,1,5000000000,5,9
1/1/2024 9:11,29,0,3,167852651.2,TRUE,12/3/2023,1,5000000000,5,9
1/1/2024 9:12,77,0,1,3364770.136,TRUE,6/1/2023,1,5000000000,4,9
1/1/2024 9:13,23,3,2,7841806.805,TRUE,28/7/2023,1,5000000000,5,9
1/1/2024 9:13,11,3,2,8590669.373,TRUE,1/5/2023,1,5000000000,3,9
1/1/2024 9:14,14,3,1,8827043.918,TRUE,26/6/2023,2,1E+11,0,9
1/1/2024 9:14,54,1,2,4641830.5,FALSE,14/11/2023,1,5000000000,5,9
1/1/2024 9:14,7,0,1,7165321.156,TRUE,28/8/2023,1,5000000000,0,9
1/1/2024 9:15,20,3,3,1000,TRUE,11/9/2023,0,1E+12,5,9
1/1/2024 9:15,57,3,2,8288137.947,TRUE,7/5/2023,2,1E+11,5,9
1/1/2024 9:15,33,0,3,116541783.4,TRUE,20/5/2023,2,1E+11,1,9
1/1/2024 9:16,56,3,1,5563881.786,TRUE,16/11/2023,1,5000000000,2,9
1/1/2024 9:16,14,2,1,3098755.738,TRUE,26/6/2023,2,1E+11,0,9
1/1/2024 9:17,22,1,3,73875141.82,TRUE,19/4/2023,2,1E+11,4,9
1/1/2024 9:18,26,1,2,13839805.9,TRUE,18/6/2023,1,5000000000,4,9
1/1/2024 9:18,11,2,1,5331497.061,TRUE,1/5/2023,1,5000000000,3,9
1/1/2024 9:19,1,3,3,1000,TRUE,26/2/2023,0,1E+12,4,9
1/1/2024 9:20,98,0,2,5237248.665,TRUE,6/9/2023,2,1E+11,3,9
1/1/2024 9:20,55,0,1,9467991.606,TRUE,7/6/2023,1,5000000000,4,9
1/1/2024 9:20,47,0,1,3640461.346,TRUE,11/1/2023,2,1E+11,4,9
1/1/2024 9:20,12,3,1,5856116.566,TRUE,1/7/2023,0,1E+12,0,9
1/1/2024 9:21,23,3,0,23403136.72,TRUE,28/7/2023,1,5000000000,5,9
1/1/2024 9:22,34,3,3,47983394.38,TRUE,30/7/2023,2,1E+11,4,9
1/1/2024 9:24,93,1,2,9444484.811,TRUE,9/5/2023,1,5000000000,1,9
1/1/2024 9:26,30,1,3,164260162.4,TRUE,19/7/2023,1,5000000000,3,9
1/1/2024 9:26,47,2,2,5245589.907,TRUE,11/1/2023,2,1E+11,4,9
1/1/2024 9:27,14,3,3,73958443.75,TRUE,26/6/2023,2,1E+11,0,9
1/1/2024 9:27,57,1,2,10614409.05,TRUE,7/5/2023,2,1E+11,5,9
1/1/2024 9:28,55,3,2,7001896.547,TRUE,7/6/2023,1,5000000000,4,9
1/1/2024 9:28,54,3,3,56678209.53,TRUE,14/11/2023,1,5000000000,5,9
1/1/2024 9:28,73,3,3,121941390.8,TRUE,29/7/2023,2,1E+11,2,9
1/1/2024 9:29,57,3,1,2398475.281,TRUE,7/5/2023,2,1E+11,5,9
1/1/2024 9:32,19,1,3,77595259.87,TRUE,30/8/2023,0,1E+12,5,9
1/1/2024 9:32,64,3,2,5988034.491,TRUE,5/12/2023,1,5000000000,4,9
1/1/2024 9:32,54,3,1,3595678.086,TRUE,14/11/2023,1,5000000000,5,9
1/1/2024 9:33,61,1,3,111157740.4,TRUE,19/9/2023,2,1E+11,3,9
1/1/2024 9:34,54,3,3,104493559.6,TRUE,14/11/2023,1,5000000000,5,9
1/1/2024 9:34,67,0,2,10995595.39,TRUE,26/8/2023,2,1E+11,5,9
1/1/2024 9:35,9,1,3,244721272.4,TRUE,23/1/2023,2,1E+11,1,9
1/1/2024 9:35,20,2,3,74984234.88,TRUE,11/9/2023,0,1E+12,5,9
1/1/2024 9:35,64,3,3,83364877.58,TRUE,5/12/2023,1,5000000000,4,9
1/1/2024 9:36,99,1,2,4176525.91,TRUE,12/11/2023,2,1E+11,4,9
1/1/2024 9:37,78,2,3,1000,TRUE,27/8/2023,1,5000000000,5,9
1/1/2024 9:37,79,1,2,2384564.38,TRUE,11/11/2023,1,5000000000,4,9
1/1/2024 9:38,42,1,3,174881364.6,TRUE,25/9/2023,0,1E+12,4,9
1/1/2024 9:38,98,1,2,6872448.49,TRUE,6/9/2023,2,1E+11,3,9
1/1/2024 9:39,61,0,2,9386866.89,TRUE,19/9/2023,2,1E+11,3,9
1/1/2024 9:40,33,1,1,2820377.163,TRUE,20/5/2023,2,1E+11,1,9
1/1/2024 9:41,100,1,0,28981518.11,TRUE,23/3/2023,1,5000000000,2,9
1/1/2024 9:41,39,0,0,14529208.56,TRUE,6/2/2023,1,5000000000,4,9
1/1/2024 9:42,78,1,3,180819034.8,TRUE,27/8/2023,1,5000000000,5,9
1/1/2024 9:42,85,0,3,106986861,TRUE,10/11/2023,1,5000000000,3,9
1/1/2024 9:43,28,3,1,5106474.297,TRUE,6/6/2023,1,5000000000,2,9
1/1/2024 9:43,75,1,2,10025840.88,TRUE,4/4/2023,2,1E+11,4,9
1/1/2024 9:43,35,3,2,1389761.617,TRUE,12/12/2023,1,5000000000,4,9
1/1/2024 9:44,77,1,3,132862568.7,TRUE,6/1/2023,1,5000000000,4,9
1/1/2024 9:44,95,1,3,114105283.2,TRUE,6/9/2023,2,1E+11,3,9
1/1/2024 9:45,44,3,2,8351692.725,TRUE,29/4/2023,1,5000000000,4,9
1/1/2024 9:46,63,3,2,9634642.604,TRUE,15/12/2023,1,5000000000,5,9
1/1/2024 9:46,48,2,2,7571573.633,TRUE,8/11/2023,0,1E+12,5,9
1/1/2024 9:46,34,3,3,82156415.21,TRUE,30/7/2023,2,1E+11,4,9
1/1/2024 9:46,61,3,2,10081532.57,TRUE,19/9/2023,2,1E+11,3,9
1/1/2024 9:48,61,2,3,116022390.6,TRUE,19/9/2023,2,1E+11,3,9
1/1/2024 9:49,77,0,2,10711330.63,TRUE,6/1/2023,1,5000000000,4,9
1/1/2024 9:49,67,1,2,2791563.897,TRUE,26/8/2023,2,1E+11,5,9
1/1/2024 9:50,93,1,1,3665760.266,TRUE,9/5/2023,1,5000000000,1,9
1/1/2024 9:50,54,1,2,9693897.815,TRUE,14/11/2023,1,5000000000,5,9
1/1/2024 9:51,46,2,0,34488550.55,TRUE,28/2/2023,2,1E+11,5,9
1/1/2024 9:51,98,3,3,40443273.46,TRUE,6/9/2023,2,1E+11,3,9
1/1/2024 9:52,42,3,0,10644822.14,TRUE,25/9/2023,0,1E+12,4,9
1/1/2024 9:53,86,2,0,28418103.38,TRUE,10/4/2023,1,5000000000,4,9
1/1/2024 9:53,20,3,1,2781792.745,TRUE,11/9/2023,0,1E+12,5,9
1/1/2024 9:55,17,2,3,14371004.98,TRUE,4/7/2023,2,1E+11,2,9
1/1/2024 9:55,34,1,3,100915160.9,TRUE,30/7/2023,2,1E+11,4,9
1/1/2024 9:55,30,0,1,1000,TRUE,19/7/2023,1,5000000000,3,9
1/1/2024 9:56,70,3,2,12275966.45,TRUE,14/2/2023,1,5000000000,4,9
1/1/2024 9:56,11,0,2,6760553.767,TRUE,1/5/2023,1,5000000000,3,9
1/1/2024 9:58,75,1,1,9938965.192,TRUE,4/4/2023,2,1E+11,4,9
1/1/2024 9:58,74,3,1,3371249.891,TRUE,12/8/2023,1,5000000000,2,9
1/1/2024 9:58,58,1,2,9224418.411,TRUE,5/4/2023,2,1E+11,0,9
1/1/2024 9:59,46,0,2,9688373.638,TRUE,28/2/2023,2,1E+11,5,9
1/1/2024 9:59,52,1,3,161376331.2,TRUE,9/4/2023,1,5000000000,0,9
1/1/2024 10:00,63,3,1,5768700.15,TRUE,15/12/2023,1,5000000000,5,10
1/1/2024 10:00,97,3,2,13181960.3,TRUE,8/10/2023,2,1E+11,4,10
1/1/2024 10:01,25,2,1,2857617.977,TRUE,20/2/2023,2,1E+11,0,10
1/1/2024 10:01,29,1,1,6071390.979,TRUE,12/3/2023,1,5000000000,5,10
1/1/2024 10:02,24,1,1,5195480.789,TRUE,12/7/2023,1,5000000000,0,10
1/1/2024 10:02,90,1,2,6334681.065,TRUE,5/9/2023,1,5000000000,4,10
